-0.09729172	0.014811528	-0.04350722	-0.006096566	-0.08897202	-0.092912965	-0.026404012	-0.04153351	0.0093164705	0.014436239	0.031360336	0.02865354	-0.05068851	-0.044655997	-0.09428949	-0.045645922
-0.103220426	0.02834305	-0.079538934	0.03740894	-0.061202012	-0.042038318	-0.08986115	-0.015498894	0.025636546	0.053998396	0.03755456	0.02051736	-0.0020937785	-0.042765196	-0.11389099	-0.05107531
-0.008191638	-0.015115356	-0.048685107	0.07638574	-0.051711157	-0.066666186	-0.033966586	0.010580731	0.082658015	0.012030193	0.09806752	0.022858283	-0.023505215	-0.06775649	-0.10896716	-0.061200473
-0.05810477	0.051083274	-0.0059370333	-0.0018527778	-0.048029017	-0.057116102	-0.11288722	0.029439261	0.080066815	0.047135413	0.030975139	-0.01729846	-0.002783804	-0.0618929	-0.11273297	-0.013303605
-0.03751016	0.07819894	-0.030399153	0.032554492	-0.11691815	-0.05754081	0.0037765852	-0.036895603	0.019178418	-0.031959172	0.0386514	-0.016565973	0.007021272	-0.12604447	-0.073810086	-0.0011989226
-0.101592936	0.02966402	-0.05451106	-0.024294436	0.0044051195	-0.076238655	-0.078648485	0.05491289	-0.02142382	0.012257839	-0.011126748	-0.038607262	0.017198402	-0.13240416	0.00939617	-0.084388815
-0.018920315	-0.0038305237	-0.07102031	-0.012762987	-0.053982038	-0.061194584	-0.08518177	0.06441616	-0.04421836	0.06949976	0.09102305	0.070905335	0.027505301	-0.10383989	-0.13711065	-0.031581815
-0.044263486	0.03412352	-0.0007062727	0.023407385	-0.063379206	-0.058157567	-0.13840862	0.024228636	0.010583608	-0.012299353	0.11439425	-0.02865414	0.0067700623	-0.053562503	-0.06466809	-0.0253217
-0.10664696	-0.03890716	-0.07381008	-0.008474335	-0.003027191	-0.018403094	-0.08728062	0.032759532	0.004757279	-0.04287594	-0.0070070755	0.026916284	0.01716693	-0.063171044	-0.056302126	-0.0749538
-0.038198277	-0.00020833396	-0.07809948	0.026436469	-0.07841018	0.026273761	-0.14471066	-0.05175356	0.031641852	0.044217367	0.020846609	0.076178886	-0.036943063	-0.08354282	-0.038925055	-0.014651312
-0.073923774	0.019150838	-0.054294832	0.0052253115	-0.11352057	-0.03791301	-0.021045756	0.019633505	0.0699643	0.03936043	0.013526151	0.03954185	-0.047316615	0.028408283	-0.057962555	0.006811913
-0.14130163	0.01865393	-0.04785769	0.00977559	-0.12901427	-0.00016759252	-0.033640772	0.057466324	-0.000986034	0.030797096	0.0009121222	0.00058007205	0.014494186	-0.09525582	-0.1369638	-0.05587814
0.036215667	0.066502705	-0.026033247	-0.025237171	-0.022836022	0.0023702595	-0.07701273	0.05173237	-0.021245975	0.06308912	0.05897933	-0.01609137	-0.02990768	0.003613046	-0.024812289	-0.015309638
